modified_Smelly_Classes,classsize,classtype,BugsAfterSmells,BugsBeforeSmells,Fixingcommits,codechurn,CommitsExhibiting,v2.0.3,v2.1.1,v2.1.2,v2.1.3,v2.1.4,v2.2.0,v2.2.1,v2.2.2,v2.2.4,v2.2.5,v2.2.6,v3.0.0,v3.0.2,v3.0.3,v3.0.4,v3.0.5,v3.1.0,v3.1.1,v3.1.2,v3.1.4,v3.1.5,v3.1.6,v3.1.7,v3.1.8,v3.1.9,v3.1.11
system/libraries/javascript/Jquery.php,1076,Large,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
system/core/Log.php,296,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
system/core/compat/hash.php,254,Medium,0,0,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
system/core/compat/password.php,251,Medium,0,0,1,87,1,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
system/core/compat/standard.php,182,Medium,1,0,5,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,15,0,3,9,0,0,0,0
system/libraries/Driver.php,342,Large,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
system/libraries/Encryption.php,941,Large,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
system/libraries/Session/Session.php,983,Large,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tests/mocks/autoloader.php,119,Medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tests/mocks/database/db.php,667,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
