fles,LocFixing,ChurnFxing,AddedFixing,RemovedFixing
/components/comnewsfeeds/models/newsfeed.php,30,13,6,7
/components/comnewsfeeds/models/newsfeeds.php,38,12,5,7
/comnewsfeeds/views/newsfeed/tmpl/edit.php,42,2,1,1
/views/newsfeed/tmpl/editassociations.php,119,4,2,2
/views/newsfeed/tmpl/editmetadata.php,10,4,3,1
/views/newsfeed/tmpl/editparams.php,18,4,3,1
/views/newsfeeds/tmpl/default.php,27,4,3,1
/views/newsfeeds/tmpl/defaultbatch.php,38,4,3,1
/comnewsfeeds/views/newsfeeds/tmpl/modal.php,18,4,3,1
/components/complugins/controllers/plugin.php,58,27,1,26
/complugins/models/fields/ordering.php,33,4,3,1
/components/complugins/models/plugins.php,19,4,3,1
/complugins/views/plugins/tmpl/default.php,16,4,3,1
/components/comredirect/controllers/link.php,144,2,1,1
/comredirect/helpers/html/redirect.php,34,4,3,1
/components/comredirect/models/link.php,34,4,3,1
/components/comredirect/tables/link.php,20,21,1,20
/views/links/tmpl/defaultaddform.php,102,5,4,1
/components/comsearch/helpers/site.php,98,5,4,1
/comsearch/views/searches/tmpl/default.php,11,22,1,21
/comtemplates/controllers/style.php,41,4,3,1
/comtemplates/helpers/html/templates.php,54,4,3,1
/components/comtemplates/models/source.php,67,4,3,1
/components/comtemplates/models/style.php,24,4,3,1
/components/comtemplates/models/templates.php,16,4,3,1
/components/comtemplates/tables/style.php,146,29,3,26
/comtemplates/views/source/tmpl/edit.php,20,21,1,20
/comtemplates/views/style/tmpl/edit.php,128,2,1,1
/views/style/tmpl/editassignment.php,61,21,1,20
/views/style/tmpl/editoptions.php,22,26,1,25
/comtemplates/views/styles/tmpl/default.php,68,4,3,1
/views/templates/tmpl/default.php,85,4,2,2
/components/comusers/controllers/group.php,243,4,3,1
/components/comusers/controllers/groups.php,111,23,8,15
/components/comusers/controllers/levels.php,259,2,1,1
/components/comusers/controllers/note.php,200,2,1,1
/components/comusers/controllers/notes.php,52,2,1,1
/components/comusers/helpers/debug.php,86,6,3,3
/components/comusers/helpers/html/users.php,223,22,11,11
/components/comusers/models/debuggroup.php,496,4,2,2
/components/comusers/models/debuguser.php,23,2,1,1
/comusers/models/fields/groupparent.php,54,2,1,1
/components/comusers/models/groups.php,146,2,1,1
/components/comusers/models/levels.php,128,4,2,2
/components/comusers/models/mail.php,360,10,5,5
/components/comusers/models/note.php,87,10,5,5
/components/comusers/models/notes.php,31,2,1,1
/components/comusers/tables/note.php,20,2,1,1
/comusers/views/debuggroup/tmpl/default.php,39,2,1,1
/comusers/views/debuguser/tmpl/default.php,122,2,1,1
/comusers/views/group/tmpl/edit.php,77,77,63,14
/comusers/views/groups/tmpl/default.php,108,2,1,1
/comusers/views/level/tmpl/edit.php,139,5,3,2
/comusers/views/levels/tmpl/default.php,357,93,84,9
/comusers/views/mail/tmpl/default.php,357,9,5,4
/components/comusers/views/note/tmpl/edit.php,91,57,15,42
/comusers/views/notes/tmpl/modal.php,101,87,87,0
/components/comusers/views/user/tmpl/edit.php,42,6,3,3
/comusers/views/user/tmpl/editgroups.php,44,6,3,3
/comusers/views/users/tmpl/modal.php,44,6,3,3
/comweblinks/controllers/weblinks.php,154,2,2,0
/comweblinks/models/fields/ordering.php,72,6,0,6
/components/comweblinks/models/weblink.php,127,16,15,1
/components/comweblinks/models/weblinks.php,153,4,1,3
/comweblinks/views/weblink/tmpl/edit.php,16,4,2,2
/views/weblink/tmpl/editmetadata.php,16,17,1,16
/views/weblink/tmpl/editparams.php,128,24,12,12
/comweblinks/views/weblinks/tmpl/default.php,84,25,25,0
/views/weblinks/tmpl/defaultbatch.php,108,4,2,2
administrator/index.php,105,16,10,6
administrator/language/enGB/enGB.localise.php,57,10,4,6
administrator/modules/modcustom/modcustom.php,104,3,3,0
administrator/modules/modcustom/tmpl/default.php,100,3,3,0
administrator/modules/modfeed/modfeed.php,644,674,604,70
administrator/modules/modfeed/tmpl/default.php,103,13,13,0
administrator/modules/modlatest/modlatest.php,50,5,5,0
administrator/modules/modlatest/tmpl/default.php,154,4,2,2
administrator/modules/modlogged/helper.php,70,2,1,1
administrator/modules/modlogged/modlogged.php,65,2,1,1
administrator/modules/modlogged/tmpl/default.php,10,1,0,1
administrator/modules/modlogin/modlogin.php,51,2,1,1
administrator/modules/modlogin/tmpl/default.php,70,2,1,1
administrator/modules/modmenu/helper.php,18,2,1,1
administrator/modules/modmenu/menu.php,80,1,0,1
administrator/modules/modmenu/modmenu.php,93,29,29,0
administrator/modules/modmenu/tmpl/default.php,15,28,28,0
/modules/modmenu/tmpl/defaultdisabled.php,651,15,12,3
/modmultilangstatus/modmultilangstatus.php,651,2,1,1
/modules/modmultilangstatus/tmpl/default.php,185,7,5,2
administrator/modules/modpopular/modpopular.php,101,4,2,2
/modules/modpopular/tmpl/default.php,54,19,0,19
administrator/modules/modquickicon/helper.php,183,7,5,2
/modules/modquickicon/modquickicon.php,59,2,1,1
/modules/modquickicon/tmpl/default.php,85,6,0,6
administrator/modules/modstatsadmin/helper.php,59,4,2,2
/modules/modstatsadmin/modstatsadmin.php,49,40,26,14
/modules/modstatsadmin/tmpl/default.php,216,18,10,8
administrator/modules/modstatus/modstatus.php,50,16,16,0
administrator/modules/modstatus/tmpl/default.php,22,2,1,1
administrator/modules/modsubmenu/modsubmenu.php,22,2,1,1
/modules/modsubmenu/tmpl/default.php,70,2,1,1
administrator/modules/modtitle/tmpl/default.php,127,2,1,1
administrator/modules/modtoolbar/modtoolbar.php,51,2,1,1
/modules/modtoolbar/tmpl/default.php,70,2,1,1
administrator/modules/modversion/helper.php,80,2,1,1
administrator/modules/modversion/modversion.php,67,2,1,1
/modules/modversion/tmpl/default.php,36,2,1,1
administrator/templates/hathor/component.php,60,2,1,1
administrator/templates/hathor/cpanel.php,144,2,1,1
/hathor/html/comadmin/help/default.php,49,2,1,1
/hathor/html/comadmin/profile/edit.php,104,2,1,1
/hathor/html/comadmin/sysinfo/default.php,100,2,1,1
/html/comadmin/sysinfo/defaultconfig.php,67,2,1,1
/html/comadmin/sysinfo/defaultdirectory.php,154,2,1,1
/html/comadmin/sysinfo/defaultnavigation.php,128,2,1,1
/comadmin/sysinfo/defaultphpsettings.php,61,2,1,1
/html/comadmin/sysinfo/defaultsystem.php,27,2,1,1
/hathor/html/combanners/banner/edit.php,42,2,1,1
/hathor/html/combanners/client/edit.php,97,4,1,3
/hathor/html/combanners/clients/default.php,40,2,1,1
/hathor/html/combanners/tracks/default.php,100,2,1,1
/hathor/html/comcache/purge/default.php,289,2,1,1
/html/comcategories/categories/default.php,6,2,1,1
/comcategories/categories/defaultbatch.php,108,2,1,1
/hathor/html/comcategories/category/edit.php,148,2,1,1
/html/comcategories/category/editoptions.php,173,2,1,1
/hathor/html/comcheckin/checkin/default.php,223,2,1,1
/html/comconfig/application/default.php,237,2,1,1
/html/comconfig/application/defaultcache.php,86,2,1,1
/comconfig/application/defaultcookie.php,259,2,1,1
/comconfig/application/defaultdatabase.php,5,2,1,1
/html/comconfig/application/defaultdebug.php,234,2,1,1
/comconfig/application/defaultfilters.php,16,2,1,1
/html/comconfig/application/defaultftp.php,107,8,4,4
/comconfig/application/defaultftplogin.php,13,2,1,1
/comconfig/application/defaultlocale.php,76,2,1,1
/html/comconfig/application/defaultmail.php,31,2,1,1
/comconfig/application/defaultmetadata.php,76,2,1,1
/comconfig/application/defaultnavigation.php,7,2,1,1
/application/defaultpermissions.php,5,2,1,1
/html/comconfig/application/defaultseo.php,5,2,1,1
/comconfig/application/defaultserver.php,5,2,1,1
/comconfig/application/defaultsession.php,5,2,1,1
/html/comconfig/application/defaultsite.php,76,5,3,2
/comconfig/application/defaultsystem.php,496,4,2,2
/hathor/html/comconfig/component/default.php,162,4,2,2
/hathor/html/comcontact/contact/edit.php,144,2,1,1
/html/comcontact/contact/editmetadata.php,38,2,1,1
/html/comcontact/contact/editparams.php,45,2,1,1
/hathor/html/comcontact/contacts/default.php,214,2,1,1
/hathor/html/comcontact/contacts/modal.php,39,10,9,1
/hathor/html/comcontent/articles/default.php,265,16,8,8
/hathor/html/comcontent/featured/default.php,187,4,2,2
/hathor/html/comcpanel/cpanel/default.php,148,2,1,1
/hathor/html/comfinder/filters/default.php,173,2,1,1
/hathor/html/comfinder/index/default.php,16,2,1,1
/hathor/html/comfinder/maps/default.php,223,2,1,1
/html/cominstaller/database/default.php,237,2,1,1
/html/cominstaller/default/defaultftp.php,86,2,1,1
/html/cominstaller/discover/default.php,111,2,1,1
/hathor/html/cominstaller/install/default.php,54,2,1,1
/html/cominstaller/install/defaultform.php,118,2,1,1
/html/cominstaller/languages/default.php,137,2,1,1
/cominstaller/languages/defaultfilter.php,97,2,1,1
/html/cominstaller/manage/defaultfilter.php,28,2,1,1
/hathor/html/cominstaller/update/default.php,266,6,3,3
/html/cominstaller/warnings/default.php,278,2,1,1
/html/comlanguages/installed/default.php,99,2,1,1
/html/comlanguages/installed/defaultftp.php,183,8,4,4
/html/comlanguages/overrides/default.php,142,2,1,1
/hathor/html/commenus/item/editoptions.php,158,2,1,1
/templates/hathor/html/commenus/menu/edit.php,93,2,1,1
/hathor/html/commenus/menus/default.php,39,2,1,1
/hathor/html/commessages/message/edit.php,146,8,4,4
/hathor/html/commessages/messages/default.php,214,2,1,1
/hathor/html/commodules/module/edit.php,113,6,2,4
/html/commodules/module/editassignment.php,34,2,1,1
/html/commodules/module/editoptions.php,90,32,17,15
/hathor/html/commodules/positions/modal.php,153,2,1,1
/hathor/html/comnewsfeeds/newsfeed/edit.php,45,4,2,2
/html/comnewsfeeds/newsfeed/editmetadata.php,146,2,1,1
/html/comnewsfeeds/newsfeed/editparams.php,9,2,1,1
/html/comnewsfeeds/newsfeeds/default.php,9,2,1,1
/hathor/html/comnewsfeeds/newsfeeds/modal.php,255,10,4,6
/hathor/html/complugins/plugin/edit.php,67,2,1,1
/html/complugins/plugin/editoptions.php,150,2,1,1
/hathor/html/complugins/plugins/default.php,38,2,1,1
/hathor/html/comredirect/links/default.php,108,2,1,1
/hathor/html/comsearch/searches/default.php,70,2,1,1
/hathor/html/comtemplates/style/edit.php,127,2,1,1
/html/comtemplates/style/editassignment.php,70,2,1,1
/html/comtemplates/style/editoptions.php,80,2,1,1
/hathor/html/comtemplates/styles/default.php,51,2,1,1
/html/comtemplates/template/default.php,289,2,1,1
/html/comtemplates/templates/default.php,34,2,1,1
/hathor/html/comusers/debuggroup/default.php,35,13,5,8
/hathor/html/comusers/debuguser/default.php,157,3,3,0
/hathor/html/comusers/groups/default.php,146,2,1,1
/hathor/html/comusers/levels/default.php,114,107,105,2
/templates/hathor/html/comusers/user/edit.php,172,11,9,2
/hathor/html/comusers/users/default.php,362,24,12,12
/hathor/html/comusers/users/modal.php,64,12,10,2
/hathor/html/comweblinks/weblink/edit.php,272,8,7,1
/html/comweblinks/weblink/editmetadata.php,55,12,10,2
/html/comweblinks/weblink/editparams.php,55,12,10,2
/hathor/html/comweblinks/weblinks/default.php,181,11,9,2
/html/layouts/joomla/sidebars/submenu.php,190,8,7,1
/templates/hathor/html/modlogin/default.php,80,12,10,2
/hathor/html/modmenu/defaultenabled.php,194,36,35,1
administrator/templates/hathor/html/modules.php,83,16,11,5
/templates/hathor/html/pagination.php,36,8,6,2
administrator/templates/hathor/index.php,36,8,6,2
administrator/templates/hathor/login.php,23,5,4,1
administrator/templates/isis/component.php,22,2,1,1
administrator/templates/isis/cpanel.php,157,2,1,1
administrator/templates/isis/html/message.php,212,5,2,3
administrator/templates/isis/html/modules.php,660,13,12,1
administrator/templates/isis/login.php,366,1,1,0
administrator/templates/system/component.php,366,2,1,1
administrator/templates/system/html/modules.php,255,6,3,3
administrator/templates/system/index.php,395,9,6,3
build/generatecss.php,60,4,2,2
build/libraries/less/formatter/joomla.php,144,4,2,2
build/libraries/less/less.php,49,4,2,2
/ControlStructures/ControlSignatureSniff.php,104,4,2,2
/WhiteSpace/ConcatenationSpacingSniff.php,100,4,2,2
/Sniffs/WhiteSpace/SpaceAfterCastSniff.php,75,4,2,2
cli/deletefiles.php,161,4,2,2
components/combanners/helpers/banner.php,128,4,2,2
components/combanners/helpers/category.php,61,4,2,2
components/combanners/router.php,157,2,1,1
components/comcontact/helpers/association.php,39,2,1,1
components/comcontact/helpers/category.php,157,8,4,4
components/comcontact/helpers/icon.php,85,2,1,1
components/comcontact/helpers/route.php,147,4,2,2
/views/categories/tmpl/defaultitems.php,64,4,1,3
/views/category/tmpl/defaultchildren.php,192,2,1,1
/views/contact/tmpl/defaultaddress.php,181,2,1,1
/views/contact/tmpl/defaultarticles.php,118,4,2,2
/views/contact/tmpl/defaultform.php,219,10,9,1
/views/contact/tmpl/defaultlinks.php,251,3,2,1
/views/contact/tmpl/defaultprofile.php,81,4,2,2
/comcontact/views/featured/tmpl/default.php,52,2,1,1
components/comcontent/helpers/association.php,395,2,1,1
components/comcontent/helpers/category.php,214,2,1,1
components/comcontent/helpers/icon.php,403,8,4,4
components/comcontent/helpers/query.php,263,11,11,0
components/comcontent/models/article.php,233,8,7,1
components/comcontent/models/form.php,185,4,3,1
/views/archive/tmpl/defaultitems.php,260,4,3,1
/views/category/tmpl/blogchildren.php,666,12,10,2
/views/category/tmpl/bloglinks.php,666,2,1,1
/views/featured/tmpl/defaultlinks.php,196,3,3,0
components/comfinder/helpers/route.php,259,4,2,2
components/comfinder/models/suggestions.php,192,36,36,0
components/comfinder/router.php,43,2,1,1
/comfinder/views/search/tmpl/defaultform.php,44,6,3,3
/views/search/tmpl/defaultresults.php,154,2,2,0
components/commailto/helpers/mailto.php,72,6,0,6
/commailto/views/mailto/tmpl/default.php,127,16,15,1
components/commailto/views/sent/tmpl/default.php,153,4,1,3
components/comnewsfeeds/helpers/association.php,16,4,2,2
components/comnewsfeeds/helpers/category.php,16,17,1,16
components/comnewsfeeds/helpers/route.php,128,24,12,12
components/comnewsfeeds/router.php,84,25,25,0
components/comsearch/router.php,108,4,2,2
/views/search/tmpl/defaulterror.php,105,16,10,6
/comsearch/views/search/tmpl/defaultform.php,57,10,4,6
components/comusers/helpers/html/users.php,104,3,3,0
components/comusers/models/login.php,100,3,3,0
components/comusers/models/remind.php,644,674,604,70
components/comusers/router.php,103,13,13,0
components/comusers/views/login/tmpl/default.php,50,5,5,0
/comusers/views/login/tmpl/defaultlogout.php,154,4,2,2
/comusers/views/profile/tmpl/default.php,70,2,1,1
/comusers/views/profile/tmpl/defaultcore.php,65,2,1,1
/views/profile/tmpl/defaultcustom.php,10,1,0,1
/views/profile/tmpl/defaultparams.php,51,2,1,1
/views/registration/tmpl/complete.php,70,2,1,1
/comusers/views/remind/tmpl/default.php,18,2,1,1
/comusers/views/reset/tmpl/complete.php,80,1,0,1
components/comusers/views/reset/tmpl/confirm.php,93,29,29,0
components/comusers/views/reset/tmpl/default.php,15,28,28,0
components/comweblinks/controllers/weblink.php,651,15,12,3
components/comweblinks/helpers/association.php,651,2,1,1
components/comweblinks/helpers/category.php,185,7,5,2
components/comweblinks/helpers/icon.php,101,4,2,2
components/comweblinks/helpers/route.php,54,19,0,19
components/comweblinks/models/form.php,183,7,5,2
components/comweblinks/models/weblink.php,59,2,1,1
components/comweblinks/router.php,85,6,0,6
components/comwrapper/router.php,59,4,2,2
installation/index.php,49,40,26,14
installation/controllers/languages.json.php,216,18,10,8
installation/helpers/html/installation.php,50,16,16,0
installation/models/fields/language.php,22,2,1,1
installation/models/rules/prefix.php,22,2,1,1
installation/template/body.php,70,2,1,1
installation/views/database/tmpl/default.php,127,2,1,1
/views/defaultlanguage/tmpl/default.php,51,2,1,1
installation/views/defaultlanguage/view.html.php,70,2,1,1
installation/views/ftp/tmpl/default.php,80,2,1,1
installation/views/ftp/view.html.php,67,2,1,1
installation/views/install/tmpl/default.php,36,2,1,1
installation/views/install/view.html.php,60,2,1,1
installation/views/languages/tmpl/default.php,703,3,2,1
installation/views/languages/view.html.php,424,4,2,2
installation/views/preinstall/tmpl/default.php,274,4,2,2
installation/views/summary/tmpl/default.php,397,6,6,0
installation/views/summary/view.html.php,72,2,1,1
language/enGB/enGB.localise.php,389,2,1,1
layouts/joomla/sidebars/submenu.php,285,2,1,1
libraries/cms/error/page.php,595,19,15,4
libraries/cms/feed/factory.php,428,4,2,2
libraries/cms/feed/link.php,424,26,16,10
libraries/cms/feed/parser.php,99,24,23,1
libraries/cms/feed/parser/atom.php,206,10,5,5
libraries/cms/feed/parser/namespace.php,155,6,3,3
libraries/cms/feed/parser/rss.php,198,4,2,2
libraries/cms/form/field/chromestyle.php,394,2,1,1
libraries/cms/form/field/contentlanguage.php,318,5,5,0
libraries/cms/form/field/headertag.php,318,4,2,2
libraries/cms/form/field/helpsite.php,136,2,1,1
libraries/cms/form/field/menu.php,166,49,42,7
libraries/cms/form/field/menuitem.php,153,25,19,6
libraries/cms/form/field/moduleorder.php,124,92,72,20
libraries/cms/form/field/moduleposition.php,388,7,7,0
libraries/cms/form/field/moduletag.php,65,8,8,0
libraries/cms/form/field/templatestyle.php,780,16,7,9
libraries/cms/html/batch.php,153,7,4,3
libraries/cms/html/formbehavior.php,85,9,5,4
libraries/cms/html/jquery.php,166,6,3,3
libraries/cms/html/sidebar.php,810,84,34,50
libraries/cms/html/sortablelist.php,266,15,6,9
libraries/cms/layout/base.php,303,24,12,12
libraries/cms/layout/file.php,185,8,4,4
libraries/cms/layout/layout.php,378,74,39,35
libraries/cms/menu/administrator.php,1262,155,77,78
libraries/cms/menu/site.php,187,30,16,14
libraries/cms/router/administrator.php,103,16,15,1
libraries/cms/search/helper.php,674,592,231,361
libraries/cms/toolbar/button.php,75,269,46,223
libraries/cms/toolbar/button/confirm.php,103,4,2,2
libraries/cms/toolbar/button/custom.php,169,2,1,1
libraries/cms/toolbar/button/help.php,136,6,5,1
libraries/cms/toolbar/button/link.php,133,5,4,1
libraries/cms/toolbar/button/separator.php,143,22,18,4
libraries/cms/toolbar/button/slider.php,133,6,1,5
libraries/cms/toolbar/button/standard.php,130,5,1,4
libraries/compat/jsonserializable.php,129,22,4,18
libraries/import.legacy.php,136,6,5,1
libraries/import.php,133,5,4,1
libraries/joomla/application/router.php,143,22,18,4
libraries/joomla/application/web/router.php,891,14,11,3
libraries/joomla/application/web/router/rest.php,140,11,5,6
libraries/joomla/archive/extractable.php,67,17,10,7
libraries/joomla/cache/controller.php,417,3,1,2
libraries/joomla/cache/controller/output.php,219,160,96,64
libraries/joomla/cache/storage.php,137,3,2,1
libraries/joomla/cache/storage/apc.php,140,3,2,1
libraries/joomla/cache/storage/cachelite.php,409,2,2,0
libraries/joomla/cache/storage/helper.php,145,16,15,1
libraries/joomla/cache/storage/memcache.php,103,2,1,1
libraries/joomla/cache/storage/memcached.php,688,9,8,1
libraries/joomla/cache/storage/wincache.php,378,6,3,3
libraries/joomla/cache/storage/xcache.php,715,8,4,4
libraries/joomla/client/helper.php,329,3,1,2
libraries/joomla/controller/base.php,715,10,5,5
libraries/joomla/controller/controller.php,572,2,2,0
libraries/joomla/crypt/password.php,480,3,2,1
libraries/joomla/crypt/password/simple.php,295,9,3,6
libraries/joomla/data/data.php,237,2,1,1
libraries/joomla/data/dumpable.php,96,122,72,50
libraries/joomla/database/database.php,137,4,2,2
libraries/joomla/database/driver/mysql.php,272,2,1,1
libraries/joomla/database/driver/sqlazure.php,316,12,1,11
libraries/joomla/database/driver/sqlite.php,162,17,9,8
libraries/joomla/database/exporter.php,662,2,1,1
libraries/joomla/database/exporter/mysql.php,205,9,7,2
libraries/joomla/database/exporter/mysqli.php,201,7,7,0
libraries/joomla/database/exporter/postgresql.php,201,7,7,0
libraries/joomla/database/factory.php,417,27,22,5
libraries/joomla/database/importer.php,201,2,1,1
libraries/joomla/database/importer/mysql.php,201,2,1,1
libraries/joomla/database/iterator.php,417,2,1,1
libraries/joomla/database/iterator/azure.php,271,2,1,1
libraries/joomla/database/iterator/mysql.php,703,3,2,1
libraries/joomla/database/iterator/mysqli.php,424,4,2,2
libraries/joomla/database/iterator/oracle.php,274,4,2,2
libraries/joomla/database/iterator/pdo.php,397,6,6,0
libraries/joomla/database/iterator/sqlite.php,72,2,1,1
libraries/joomla/database/iterator/sqlsrv.php,389,2,1,1
libraries/joomla/database/query/limitable.php,285,2,1,1
libraries/joomla/database/query/mysql.php,595,19,15,4
libraries/joomla/database/query/mysqli.php,428,4,2,2
libraries/joomla/database/query/oracle.php,424,26,16,10
libraries/joomla/database/query/pdo.php,99,24,23,1
libraries/joomla/database/query/preparable.php,206,10,5,5
libraries/joomla/database/query/sqlazure.php,155,6,3,3
libraries/joomla/database/query/sqlite.php,198,4,2,2
libraries/joomla/database/query/sqlsrv.php,394,2,1,1
libraries/joomla/document/document.php,318,5,5,0
libraries/joomla/document/feed/feed.php,318,4,2,2
/joomla/document/html/renderer/component.php,136,2,1,1
/joomla/document/html/renderer/message.php,166,49,42,7
/joomla/document/html/renderer/modules.php,153,25,19,6
libraries/joomla/document/image/image.php,124,92,72,20
libraries/joomla/document/renderer.php,388,7,7,0
libraries/joomla/document/xml/xml.php,65,8,8,0
libraries/joomla/environment/response.php,780,16,7,9
libraries/joomla/event/event.php,153,7,4,3
libraries/joomla/filesystem/streams/string.php,85,9,5,4
libraries/joomla/form/fields/accesslevel.php,166,6,3,3
libraries/joomla/form/fields/cachehandler.php,810,84,34,50
libraries/joomla/form/fields/checkbox.php,266,15,6,9
libraries/joomla/form/fields/color.php,303,24,12,12
libraries/joomla/form/fields/combo.php,185,8,4,4
/joomla/form/fields/databaseconnection.php,378,74,39,35
libraries/joomla/form/fields/email.php,1262,155,77,78
libraries/joomla/form/fields/file.php,187,30,16,14
libraries/joomla/form/fields/filelist.php,103,16,15,1
libraries/joomla/form/fields/folderlist.php,674,592,231,361
libraries/joomla/form/fields/hidden.php,75,269,46,223
libraries/joomla/form/fields/imagelist.php,103,4,2,2
libraries/joomla/form/fields/integer.php,169,2,1,1
libraries/joomla/form/fields/language.php,136,6,5,1
libraries/joomla/form/fields/plugins.php,133,5,4,1
libraries/joomla/form/fields/radio.php,143,22,18,4
libraries/joomla/form/fields/sessionhandler.php,133,6,1,5
libraries/joomla/form/fields/sql.php,130,5,1,4
libraries/joomla/form/fields/tel.php,129,22,4,18
libraries/joomla/form/fields/textarea.php,136,6,5,1
libraries/joomla/form/fields/url.php,133,5,4,1
libraries/joomla/form/fields/usergroup.php,143,22,18,4
libraries/joomla/form/rules/boolean.php,891,14,11,3
libraries/joomla/github/account.php,140,11,5,6
libraries/joomla/github/commits.php,67,17,10,7
libraries/joomla/github/gists.php,417,3,1,2
libraries/joomla/github/http.php,219,160,96,64
libraries/joomla/github/milestones.php,137,3,2,1
libraries/joomla/github/object.php,140,3,2,1
libraries/joomla/github/statuses.php,409,2,2,0
libraries/joomla/google/auth.php,145,16,15,1
libraries/joomla/google/auth/oauth2.php,103,2,1,1
libraries/joomla/google/data.php,688,9,8,1
libraries/joomla/google/data/picasa.php,378,6,3,3
libraries/joomla/google/data/picasa/photo.php,715,8,4,4
libraries/joomla/google/data/plus.php,329,3,1,2
libraries/joomla/google/data/plus/activities.php,715,10,5,5
libraries/joomla/google/data/plus/people.php,572,2,2,0
libraries/joomla/google/embed.php,480,3,2,1
libraries/joomla/google/embed/analytics.php,295,9,3,6
libraries/joomla/google/embed/maps.php,237,2,1,1
libraries/joomla/grid/grid.php,96,122,72,50
libraries/joomla/html/access.php,137,4,2,2
libraries/joomla/html/content.php,272,2,1,1
libraries/joomla/html/email.php,316,12,1,11
libraries/joomla/html/form.php,162,17,9,8
libraries/joomla/html/grid.php,662,2,1,1
libraries/joomla/html/list.php,205,9,7,2
libraries/joomla/html/number.php,201,7,7,0
libraries/joomla/html/tabs.php,201,7,7,0
libraries/joomla/html/user.php,417,27,22,5
libraries/joomla/http/factory.php,201,2,1,1
libraries/joomla/http/http.php,201,2,1,1
libraries/joomla/http/transport.php,417,2,1,1
libraries/joomla/image/filter.php,271,2,1,1
libraries/joomla/image/filter/brightness.php,612,4,4,0
libraries/joomla/image/filter/contrast.php,703,3,2,1
libraries/joomla/image/filter/edgedetect.php,424,4,2,2
libraries/joomla/image/filter/emboss.php,274,4,2,2
libraries/joomla/image/filter/grayscale.php,397,6,6,0
libraries/joomla/image/filter/negate.php,72,2,1,1
libraries/joomla/image/filter/sketchy.php,389,2,1,1
libraries/joomla/image/filter/smooth.php,285,2,1,1
libraries/joomla/input/cookie.php,595,19,15,4
libraries/joomla/input/files.php,428,4,2,2
libraries/joomla/input/input.php,424,26,16,10
libraries/joomla/input/json.php,99,24,23,1
libraries/joomla/installer/librarymanifest.php,206,10,5,5
libraries/joomla/installer/packagemanifest.php,155,6,3,3
libraries/joomla/keychain/keychain.php,198,4,2,2
libraries/joomla/language/stemmer.php,394,2,1,1
libraries/joomla/log/entry.php,318,5,5,0
libraries/joomla/log/log.php,318,4,2,2
libraries/joomla/log/logger.php,136,2,1,1
libraries/joomla/log/logger/callback.php,166,49,42,7
libraries/joomla/log/logger/database.php,153,25,19,6
libraries/joomla/log/logger/echo.php,124,92,72,20
libraries/joomla/log/logger/messagequeue.php,388,7,7,0
libraries/joomla/log/logger/syslog.php,65,8,8,0
libraries/joomla/log/logger/w3c.php,780,16,7,9
libraries/joomla/model/base.php,153,7,4,3
libraries/joomla/model/database.php,85,9,5,4
libraries/joomla/model/model.php,166,6,3,3
libraries/joomla/pagination/object.php,810,84,34,50
libraries/joomla/profiler/profiler.php,266,15,6,9
libraries/joomla/registry/format.php,303,24,12,12
libraries/joomla/registry/format/json.php,185,8,4,4
libraries/joomla/registry/format/php.php,135,2,1,1
libraries/joomla/registry/format/xml.php,159,2,1,1
libraries/joomla/session/storage/memcached.php,112,2,1,1
libraries/joomla/string/normalise.php,118,2,1,1
libraries/joomla/table/asset.php,8,8,4,4
libraries/joomla/table/extension.php,24,2,1,1
libraries/joomla/table/update.php,73,2,1,1
libraries/joomla/table/viewlevel.php,211,4,2,2
libraries/joomla/updater/updateadapter.php,187,2,1,1
libraries/joomla/utilities/buffer.php,97,4,2,2
libraries/joomla/utilities/utility.php,116,14,7,7
libraries/joomla/view/base.php,74,2,1,1
libraries/joomla/view/html.php,80,8,4,4
libraries/joomla/view/view.php,170,8,4,4
libraries/legacy/access/rule.php,312,8,4,4
libraries/legacy/access/rules.php,122,4,2,2
libraries/legacy/application/cli.php,45,8,4,4
libraries/legacy/application/daemon.php,22,4,2,2
libraries/legacy/application/helper.php,166,2,1,1
libraries/legacy/base/node.php,161,2,1,1
libraries/legacy/base/observer.php,148,2,1,1
libraries/legacy/base/tree.php,35,8,4,4
libraries/legacy/database/exception.php,64,8,4,4
libraries/legacy/database/mysql.php,69,10,5,5
libraries/legacy/database/mysqli.php,47,8,4,4
libraries/legacy/database/sqlazure.php,81,8,4,4
libraries/legacy/database/sqlsrv.php,48,23,23,0
libraries/legacy/dispatcher/dispatcher.php,16,2,1,1
libraries/legacy/form/field/category.php,197,4,2,2
libraries/legacy/html/contentlanguage.php,243,8,4,4
libraries/legacy/log/logexception.php,105,25,23,2
libraries/legacy/menu/menu.php,113,9,8,1
libraries/legacy/model/form.php,50,2,1,1
libraries/legacy/model/item.php,197,2,1,1
libraries/legacy/pathway/pathway.php,243,2,1,1
libraries/legacy/simplecrypt/simplecrypt.php,169,12,7,5
libraries/legacy/simplepie/factory.php,231,9,6,3
libraries/legacy/table/category.php,86,20,15,5
libraries/legacy/table/menu/type.php,66,2,1,1
libraries/legacy/table/module.php,52,4,2,2
libraries/legacy/table/session.php,92,4,2,2
libraries/legacy/utilities/xmlelement.php,268,2,1,1
libraries/legacy/web/client.php,270,2,1,1
libraries/legacy/web/web.php,67,2,1,1
/modarticlesarchive/modarticlesarchive.php,197,16,8,8
