files,LocFixing,ChurnFxing,AddedFixing,RemovedFixing
tests/Symfony/Tests/Component/Form/Extension/Core/Type/ChoiceTypeTest.php,368,2,1,1
tests/Symfony/Tests/Component/Form/Extension/Core/Type/CollectionTypeTest.php,739,10,5,5
tests/Symfony/Tests/Component/Form/FormFactoryTest.php,191,6,3,3
tests/Symfony/Tests/Component/Security/Acl/Domain/PermissionGrantingStrategyTest.php,189,4,2,2
tests/Symfony/Tests/Component/Validator/GraphWalkerTest.php,155,4,2,2
src/Symfony/Bundle/DoctrineBundle/Command/ImportMappingDoctrineCommand.php,154,4,2,2
tests/Symfony/Tests/Component/HttpKernel/HttpCache/EsiTest.php,129,4,2,2
tests/Symfony/Tests/Component/Validator/Constraints/CollectionValidatorTest.php,181,20,10,10
src/Symfony/Bridge/Doctrine/Form/DoctrineOrmTypeGuesser.php,92,2,1,1
src/Symfony/Bundle/FrameworkBundle/Debug/TraceableEventDispatcher.php,131,4,2,2
src/Symfony/Bundle/FrameworkBundle/DependencyInjection/Configuration.php,408,2,1,1
src/Symfony/Bundle/MonologBundle/DependencyInjection/Compiler/AddProcessorsPass.php,551,4,2,2
src/Symfony/Bundle/MonologBundle/Tests/DependencyInjection/MonologExtensionTest.php,105,4,2,2
src/Symfony/Bundle/SecurityBundle/DependencyInjection/MainConfiguration.php,97,6,3,3
src/Symfony/Component/Config/ConfigCache.php,118,6,3,3
src/Symfony/Component/Config/Definition/Builder/NodeDefinition.php,163,2,1,1
src/Symfony/Component/CssSelector/CssSelector.php,81,2,1,1
src/Symfony/Component/CssSelector/Node/AttribNode.php,52,2,1,1
src/Symfony/Component/CssSelector/Tokenizer.php,82,4,2,2
src/Symfony/Component/Finder/Finder.php,139,2,1,1
src/Symfony/Component/HttpKernel/HttpKernel.php,135,10,5,5
src/Symfony/Component/Process/Process.php,71,4,2,2
src/Symfony/Component/Routing/Generator/UrlGenerator.php,256,2,1,1
src/Symfony/Component/Security/Http/Firewall/BasicAuthenticationListener.php,356,14,7,7
src/Symfony/Component/Translation/PluralizationRules.php,200,2,1,1
src/Symfony/Component/Yaml/Dumper.php,838,6,3,3
tests/Symfony/Tests/Component/BrowserKit/ClientTest.php,50,18,10,8
tests/Symfony/Tests/Component/Finder/FinderTest.php,267,8,4,4
tests/Symfony/Tests/Component/HttpFoundation/File/UploadedFileTest.php,86,6,4,2
tests/Symfony/Tests/Component/HttpKernel/HttpKernelTest.php,404,34,17,17
tests/Symfony/Tests/Component/Locale/Stub/StubCollatorTest.php,740,4,3,1
tests/Symfony/Tests/Component/Serializer/Encoder/XmlEncoderTest.php,613,2,1,1
src/Symfony/Bundle/FrameworkBundle/FrameworkBundle.php,600,1,1,0
src/Symfony/Component/Finder/Glob.php,458,5,3,2
src/Symfony/Component/Form/Extension/Core/EventListener/ResizeFormListener.php,282,4,2,2
src/Symfony/Component/HttpKernel/Bundle/Bundle.php,270,9,7,2
src/Symfony/Component/Security/Core/User/User.php,51,6,5,1
src/Symfony/Component/Security/Http/Firewall/AbstractPreAuthenticatedListener.php,182,2,1,1
src/Symfony/Component/Security/Http/Firewall/DigestAuthenticationListener.php,277,2,1,1
src/Symfony/Component/Templating/Loader/FilesystemLoader.php,404,2,1,1
src/Symfony/Component/Validator/Mapping/Loader/AnnotationLoader.php,372,1,1,0
src/Symfony/Component/Yaml/Unescaper.php,437,2,1,1
tests/Symfony/Tests/Component/DependencyInjection/ContainerBuilderTest.php,125,2,1,1
tests/Symfony/Tests/Component/DependencyInjection/Loader/XmlFileLoaderTest.php,270,4,2,2
tests/Symfony/Tests/Component/Form/Extension/Core/DataTransformer/NumberToLocalizedStringTransformerTest.php,277,1,0,1
tests/Symfony/Tests/Component/HttpKernel/HttpCache/StoreTest.php,180,6,2,4
tests/Symfony/Tests/Component/HttpKernel/KernelTest.php,404,26,25,1
src/Symfony/Bundle/DoctrineBundle/Tests/RegistryTest.php,247,2,1,1
src/Symfony/Bundle/MonologBundle/DependencyInjection/Configuration.php,37,2,1,1
src/Symfony/Component/Config/FileLocator.php,202,4,2,2
src/Symfony/Component/Form/Extension/Core/CoreExtension.php,206,11,11,0
src/Symfony/Component/Form/Extension/Core/Validator/DefaultValidator.php,260,18,18,0
src/Symfony/Component/Security/Core/Authorization/Voter/AuthenticatedVoter.php,194,2,1,1
src/Symfony/Component/Security/Http/Firewall/UsernamePasswordFormAuthenticationListener.php,194,2,1,1
src/Symfony/Component/Validator/ConstraintValidator.php,285,41,37,4
tests/Symfony/Tests/Component/Console/Input/ArgvInputTest.php,183,4,4,0
src/Symfony/Component/Form/Exception/FormException.php,285,2,1,1
