modified_Smelly_Classes,classsize,classtype,BugsafterSmells,BugsbeforeSmells,fixingcommits,codechurn,commitsexhibiting,v2.0.2,v2.0.6,v2.1.3,v2.1.4,v2.2.3,v2.2.4,v2.3.9,v2.3.10,v2.5.0,v2.5.4,v2.5.6,v2.5.7,v2.6.11,v2.7.8,v2.8.8,v2.9.1,v2.9.3,v2.10.9,v2.10.14,v2.10.17,v2.10.19,v3.1.6,v3.3.4,v3.4.8,v3.5.3,v3.6.2
lib/Cake/Test/Case/Console/Command/AclShellTest.php,311,Large,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Console/Command/Task/ControllerTaskTest.php,618,Large,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Console/Command/TestShellTest.php,344,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Controller/Component/Acl/DbAclTest.php,534,Large,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Core/AppTest.php,257,Medium,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Core/ObjectTest.php,680,Large,7,1,1,81,1,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Error/ErrorHandlerTest.php,323,Large,7,2,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Event/CakeEventManagerTest.php,535,Large,4,1,1,28,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Model/Behavior/ContainableBehaviorTest.php,3767,Large,12,1,1,143,1,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Model/Behavior/TreeBehaviorNumberTest.php,1367,Large,7,1,1,113,1,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Model/Behavior/TreeBehaviorScopedTest.php,316,Large,3,1,1,71,1,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Model/ModelDeleteTest.php,962,Large,6,1,1,64,1,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Model/Validator/CakeValidationSetTest.php,337,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Network/CakeResponseTest.php,428,Large,14,1,1,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/TestSuite/CakeTestFixtureTest.php,492,Large,2,2,2,624,2,0,0,10,0,0,0,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Utility/HashTest.php,2901,Large,4,3,3,217,3,0,0,0,0,0,0,146,0,54,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/View/Helper/JsHelperTest.php,948,Large,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/View/HelperTest.php,1003,Large,18,5,2,90,3,0,0,64,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/TestSuite/CakeTestCase.php,679,Large,15,2,2,314,2,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0
lib/Cake/TestSuite/CakeTestSuiteCommand.php,156,Medium,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Utility/File.php,506,Large,5,2,2,49,2,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
lib/Cake/Utility/ObjectCollection.php,339,Large,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Console/Command/BakeShell.php,255,Medium,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Cache/Engine/ApcEngineTest.php,303,Large,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Cache/Engine/RedisEngineTest.php,519,Large,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Controller/Component/AuthComponentTest.php,1593,Large,25,3,3,147,3,0,73,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,39,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Controller/Component/PaginatorComponentTest.ph,1421,Large,23,6,3,89,4,0,0,0,20,0,0,34,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/I18n/I18nTest.php,2166,Large,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Model/CakeSchemaTest.php,1164,Large,12,2,2,164,2,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Network/Email/SmtpTransportTest.php,260,Medium,12,1,1,962,1,0,0,962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Network/Http/HttpResponseTest.php,521,Large,9,1,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Utility/StringTest.php,61,Medium,2,1,1,356,1,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/View/Helper/MootoolsEngineHelperTest.php,382,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/View/Helper/PaginatorHelperTest.php,3017,Large,4,2,1,23,2,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/TestSuite/Fixture/CakeTestModel.php,69,Medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Utility/String.php,603,Large,4,1,1,258,1,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Routing/Route/RedirectRoute.php,117,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Console/Command/Task/ExtractTaskTest.php,506,Large,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Model/Datasource/Database/SqliteTest.php,386,Large,4,1,1,36,1,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/View/ScaffoldView.php,91,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Cache/Cache.php,501,Large,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Cache/Engine/MemcachedEngine.php,502,Large,7,3,1,15,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Console/Command/ApiShell.php,242,Medium,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Console/Command/Task/ProjectTask.php,453,Large,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Controller/Component/CookieComponent.php,571,Large,40,3,2,230,2,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Cache/CacheTest.php,541,Large,4,2,2,80,2,0,44,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Cache/Engine/MemcachedEngineTest.php,827,Large,5,2,1,61,1,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Console/Command/CompletionShellTest.php,261,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Console/Command/SchemaShellTest.php,698,Large,3,1,1,117,1,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Console/Command/Task/ModelTaskTest.php,1327,Large,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Console/Command/Task/TestTaskTest.php,727,Large,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Controller/Component/SessionComponentTest.php,291,Medium,10,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Core/CakePluginTest.php,299,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Utility/FolderTest.php,878,Large,14,2,2,83,2,0,50,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Utility/SecurityTest.php,427,Large,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/View/Helper/RssHelperTest.php,757,Large,6,1,1,41,1,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/TestSuite/Coverage/HtmlCoverageReport.php,191,Medium,3,1,1,55,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/TestSuite/Reporter/CakeHtmlReporter.php,443,Large,19,3,3,169,3,0,14,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,67,0,0,0,0,0,0,0,0
lib/Cake/View/Helper/JqueryEngineHelper.php,361,Large,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/View/Helper/JsBaseEngineHelper.php,591,Large,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/View/Helper/JsHelper.php,436,Large,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/Test/Case/Controller/Component/Auth/DigestAuthenticateTest.php,306,Large,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/TestSuite/CakeTestCaseTest.php,529,Large,6,2,2,196,2,0,0,93,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Routing/Dispatcher.php,92,Medium,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Utility/ObjectCollectionTest.php,615,Large,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/TestSuite/Reporter/CakeBaseReporter.php,227,Medium,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/Network/CakeSocketTest.php,431,Large,6,2,1,16,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lib/Cake/Test/Case/I18n/MultibyteTest.php,9228,Large,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Cache/Engine/RedisEngine.php,258,Medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Controller/Component/AuthComponent.php,725,Large,14,1,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0
src/Controller/Component/RequestHandlerComponent.php,783,Large,20,4,2,398,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,117,0,0,0
src/Core/functions.php,243,Medium,4,2,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
src/Database/Expression/QueryExpression.php,823,Large,5,1,1,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
src/Database/Expression/TupleComparison.php,192,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Database/Query.php,2330,Large,13,1,1,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0
src/Database/Schema/PostgresSchema.php,600,Large,9,5,2,166,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,105,0,0,0,0,0
src/Filesystem/Folder.php,975,Large,5,3,1,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
src/Network/Request.php,71,Medium,18,6,2,4381,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4348,0,0,0,0,0
src/Network/Response.php,603,Large,25,12,1,700,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0
src/Network/Session.php,595,Large,16,2,2,201,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,15,0,0,0
src/ORM/Association.php,1436,Large,34,7,2,124,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,87,0,0,0,0,0
src/ORM/Association/BelongsToMany.php,1433,Large,40,13,2,320,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,261,0,0,0,0,0
src/ORM/EagerLoader.php,730,Large,14,4,1,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0
src/ORM/Query.php,1826,Large,12,4,2,138,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,70,0,0,0,0,0
src/ORM/ResultSet.php,627,Large,5,2,1,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
src/ORM/Rule/ExistsIn.php,109,Medium,10,4,3,71,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,27,0,8,0,0,0
src/ORM/Table.php,170,Medium,26,7,2,162,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,45,0,0,0
src/Routing/RequestActionTrait.php,162,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Shell/Task/CommandTask.php,183,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/TestSuite/IntegrationTestCase.php,1021,Large,38,9,4,382,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,17,25,17,0,0,0
src/Validation/Validation.php,885,Large,6,1,1,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0
src/View/Helper/FormHelper.php,3134,Large,36,8,3,178,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,56,0,112,0,0,0
src/View/Helper/HtmlHelper.php,1302,Large,2,1,1,317,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0
src/View/View.php,1238,Large,16,2,2,90,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,38,0,0,0
src/View/Widget/DateTimeWidget.php,629,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/basics.php,1085,Large,1,1,1,429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,0,0,0,0,0
tests/TestCase/BasicsTest.php,1197,Large,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tests/TestCase/Cache/Engine/ApcEngineTest.php,314,Large,17,1,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
tests/TestCase/Cache/Engine/RedisEngineTest.php,425,Large,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tests/TestCase/Cache/Engine/XcacheEngineTest.php,271,Medium,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tests/TestCase/Controller/Component/AuthComponentTest.php,1262,Large,93,6,2,588,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,396,0,0,0
tests/TestCase/Controller/Component/RequestHandlerComponentTest.php,986,Large,38,4,1,98,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0
tests/TestCase/Database/QueryTest.php,3554,Large,39,22,3,171,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,43,0,30,0,0,0
tests/TestCase/Database/Schema/PostgresSchemaTest.php,1274,Large,8,4,2,132,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,104,0,0,0,0,0
tests/TestCase/Filesystem/FileTest.php,663,Large,5,1,1,164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0
tests/TestCase/I18n/TimeTest.php,926,Large,1,1,1,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0
tests/TestCase/Network/ResponseTest.php,3135,Large,47,12,2,102,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,68,0,0,0,0,0
tests/TestCase/ORM/Association/BelongsToManyTest.php,1373,Large,20,4,2,94,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,62,0,0,0
tests/TestCase/ORM/Association/BelongsToTest.php,403,Large,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tests/TestCase/ORM/Association/HasManyTest.php,743,Large,16,5,3,2476,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,2316,0,23,0,0,0
tests/TestCase/ORM/Association/HasOneTest.php,414,Large,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tests/TestCase/ORM/QueryRegressionTest.php,1418,Large,15,7,2,109,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,42,0,0,0
tests/TestCase/ORM/ResultSetTest.php,420,Large,6,1,1,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
tests/TestCase/ORM/RulesCheckerIntegrationTest.php,1412,Large,30,8,2,231,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,30,0,0,0
tests/TestCase/Routing/RequestActionTraitTest.php,419,Large,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tests/TestCase/Routing/Route/DashedRouteTest.php,215,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tests/TestCase/Shell/CompletionShellTest.php,261,Medium,5,1,1,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
tests/TestCase/TestSuite/IntegrationTestCaseTest.php,927,Large,7,2,2,128,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,81,0,0,0
tests/TestCase/View/Helper/FormHelperTest.php,9140,Large,93,8,2,321,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,289,0,0,0,0,0
tests/TestCase/View/ViewTest.php,1436,Large,24,3,2,382,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,63,0,0,0
tests/TestCase/View/Widget/DateTimeWidgetTest.php,1282,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Database/Type.php,300,Large,5,1,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
src/Error/ExceptionRenderer.php,352,Large,17,4,2,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0
src/Event/EventManager.php,576,Large,6,3,2,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,41,0,0,0
src/Mailer/Email.php,2923,Large,11,3,3,236,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,150,0,79,0,0,0
src/ORM/Behavior.php,419,Large,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/ORM/Behavior/TreeBehavior.php,1007,Large,17,1,1,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0
src/ORM/Locator/TableLocator.php,265,Medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Routing/RouteBuilder.php,1075,Large,4,1,1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
src/Routing/Router.php,1063,Large,24,6,3,122,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,0,70,0,0,0
src/TestSuite/Fixture/FixtureManager.php,486,Large,15,2,2,64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,8,0,0,0
src/TestSuite/TestCase.php,751,Large,14,3,2,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,35,0,0,0
src/Utility/Xml.php,393,Large,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Cache/Cache.php,241,Medium,5,1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
src/Cache/CacheEngine.php,179,Medium,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Cache/Engine/FileEngine.php,492,Large,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Cache/Engine/MemcachedEngine.php,507,Large,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Cache/Engine/NullEngine.php,117,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Collection/CollectionTrait.php,750,Large,13,5,1,46,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0
src/Console/ConsoleIo.php,399,Large,3,1,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0
src/Console/ConsoleOptionParser.php,651,Large,6,3,1,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
src/Console/Shell.php,912,Large,16,1,1,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0
src/Console/ShellDispatcher.php,332,Large,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Controller/Component/FlashComponent.php,166,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Controller/Component/PaginatorComponent.php,429,Large,12,1,1,647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647,0,0,0,0,0
src/Controller/Component/SecurityComponent.php,626,Large,36,14,3,364,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,161,0,34,0,0,0
src/Controller/Controller.php,1271,Large,20,4,3,412,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,69,0,25,0,0,0
src/Controller/Exception/AuthSecurityException.php,25,Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Core/Configure.php,450,Large,2,1,1,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
src/Core/Exception/Exception.php,97,Medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Core/InstanceConfigTrait.php,350,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Core/Plugin.php,423,Large,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
src/Core/StaticConfigTrait.php,342,Large,8,6,2,296,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,44,0,0,0,0
