modified_Smelly_Classes,classsize,classtype,BugsAfterSmells,BugsBeforeSmells,FixingCommits,codechurn,commitsexhibiting,v3.0.0,v3.0.2,v3.1.0,v3.1.1,v3.1.2,v3.1.3,v3.1.5,v3.1.6,v3.1.8,v3.1.9,v3.2.0,v3.2.3,v3.2.4,v3.2.5,v3.2.6,v3.2.7,v3.2.8,v3.2.9,v3.2.10,v3.2.12,v3.2.13,v3.2.14
laravel/routing/controller.php,441,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laravel/session.php,300,Large,1,1,1,163,1,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laravel/session/payload.php,353,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vendor/Symfony/Component/Console/Application.php,1007,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/Component/Console/Command/Command.php,612,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/Component/Console/Helper/DialogHelper.php,139,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/Component/Console/Input/InputDefinition.php,533,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/Component/Console/Input/InputOption.php,201,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bundles/docs/libraries/markdown.php,2933,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laravel/blade.php,451,Large,9,4,2,304,2,284,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
laravel/database.php,6,Small,1,1,1,167,1,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laravel/input.php,299,Medium,1,1,1,48,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laravel/url.php,336,Large,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
/Symfony/Component/Console/Application.php,1007,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/Component/HttpFoundation/ParameterBag.php,281,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/Symfony/Component/HttpFoundation/Request.php,0,Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/Component/HttpFoundation/RequestMatcher.php,221,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/Component/HttpFoundation/Response.php,0,Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/Component/HttpFoundation/Session/Session.php,0,Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/Session/Storage/NativeSessionStorage.php,347,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laravel/tests/cases/asset.test.php,257,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laravel/tests/cases/auth.test.php,355,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laravel/tests/cases/bundle.test.php,250,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laravel/tests/cases/controller.test.php,266,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laravel/tests/cases/route.test.php,178,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laravel/tests/cases/session.test.php,442,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laravel/tests/cases/str.test.php,135,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laravel/tests/cases/validator.test.php,668,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laravel/tests/cases/view.test.php,254,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laravel/tests/cases/eloquent.test.php,291,Medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laravel/database/query/grammars/grammar.php,125,Medium,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laravel/tests/cases/form.test.php,450,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laravel/tests/cases/html.test.php,241,Medium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laravel/cache.php,70,Medium,1,1,1,165,1,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/Component/HttpFoundation/HeaderBag.php,306,Large,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/HttpFoundation/ResponseHeaderBag.php,293,Medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/Component/HttpFoundation/ServerBag.php,48,Small,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
