files,LocFixing,ChurnFxing,AddedFixing,RemovedFixing
scripts/signon.php,1600,10,9,1
tbladdfield.php,640,57,28,29
libraries/Error.class.php,1419,5,4,1
dboperations.php,317,16,12,4
dbqbe.php,1419,2,1,1
libraries/ListDatabase.class.php,498,4,4,0
libraries/chart/pmapchartchart.php,1430,4,2,2
libraries/chart/pmapchartmultiradar.php,471,41,31,10
libraries/chart/pmapchartpie.php,1432,6,5,1
libraries/chart/pmapchartsingleradar.php,232,12,11,1
libraries/databaseinterface.lib.php,500,6,5,1
libraries/displayimport.lib.php,888,3,3,0
libraries/header.inc.php,500,4,2,2
libraries/selectlang.lib.php,888,6,3,3
main.php,666,22,17,5
prefsforms.php,898,10,5,5
prefsmanage.php,668,15,8,7
serverprivileges.php,1435,4,2,2
serverreplication.php,303,6,3,3
setup/frames/index.inc.php,633,2,1,1
setup/lib/formprocessing.lib.php,1563,2,1,1
tblchange.php,470,2,1,1
tblindexes.php,1458,93,64,29
tbloperations.php,1563,42,21,21
tblrelation.php,503,5,5,0
tblreplace.php,1463,8,6,2
tblrowaction.php,501,2,1,1
tblstructure.php,216,4,3,1
test/PMAMessagetest.php,666,2,1,1
test/theme.php,666,4,2,2
themes/original/css/themeright.css.php,413,28,15,13
themes/original/layout.inc.php,895,5,1,4
themes/pmahomme/css/themeright.css.php,270,65,0,65
themes/pmahomme/layout.inc.php,284,2,1,1
viewoperations.php,1562,1,1,0
libraries/plugins/export/ExportPhparray.class.php,470,2,1,1
test/classes/PMAAdvisortest.php,660,29,1,28
themes/original/css/common.css.php,671,9,7,2
themes/pmahomme/css/common.css.php,1501,6,5,1
libraries/displayexport.lib.php,668,2,1,1
libraries/serverstatus.lib.php,1502,5,3,2
libraries/tblcolumnsdefinitionform.inc.php,296,1604,802,802
test/classes/PMATabletest.php,243,786,393,393
export.php,455,5,3,2
import.php,1509,21,18,3
libraries/RecentFavoriteTable.class.php,1509,4,2,2
libraries/config.default.php,275,134,83,51
libraries/config/messages.inc.php,275,2,1,1
libraries/config/setup.forms.php,424,36,26,10
libraries/config/userpreferences.forms.php,636,13,7,6
/navigation/Nodes/NodeDatabaseChild.class.php,1516,17,17,0
libraries/plugininterface.lib.php,1509,17,0,17
/plugin/auth/PMAAuthenticationCookietest.php,1516,17,17,0
test/classes/plugin/export/PMAExportSqltest.php,253,5,3,2
libraries/navigation/Nodes/NodeDatabase.class.php,315,9,5,4
libraries/tblrelation.lib.php,660,6,3,3
libraries/multsubmits.lib.php,424,201,101,100
libraries/serverprivileges.lib.php,315,4,3,1
libraries/navigation/Nodes/NodeTable.class.php,455,41,21,20
libraries/rte/rteevents.lib.php,677,7,6,1
libraries/rte/rteroutines.lib.php,1538,31,31,0
pmdgeneral.php,434,37,3,34
libraries/Theme.class.php,1537,10,5,5
libraries/errorreport.lib.php,257,9,9,0
libraries/gis/GISFactory.class.php,1519,23,2,21
libraries/tblprintview.lib.php,1522,15,9,6
libraries/tbltracking.lib.php,897,1,0,1
tblexport.php,1562,4,2,2
tblzoomselect.php,3958,3,2,1
test/libraries/PMAtbltrackingtest.php,672,12,7,5
index.php,1521,14,7,7
libraries/tblcommon.inc.php,437,4,2,2
tbltracking.php,215,1,0,1
config.sample.inc.php,1525,4,4,0
js/messages.php,1562,4,2,2
/libraries/PMAdisplaychangepasswordtest.php,636,2,1,1
url.php,636,2,1,1
userpassword.php,1529,2,1,1
versioncheck.php,1529,5,3,2
libraries/checkuserprivileges.lib.php,672,4,3,1
/sqlparser/src/Statements/InsertStatement.php,679,23,15,8
libraries/sqlparser/src/Utils/Query.php,1530,9,5,4
test/classes/navigation/PMANodetest.php,284,2,1,1
themes/pmahomme/css/codemirror.css.php,1530,2,1,1
dbcreate.php,222,25,22,3
libraries/mysqlcharsets.lib.php,225,5,5,0
libraries/rte/rteexport.lib.php,906,13,11,2
/sqlparser/src/Components/UnionKeyword.php,222,5,0,5
libraries/tblinfo.inc.php,1568,9,8,1
scripts/decodebug.php,1530,4,3,1
test/classes/plugin/export/PMAExportXmltest.php,491,22,3,19
test/libraries/PMAinsertedittest.php,1530,2,1,1
test/libraries/PMAmysqlcharsetstest.php,672,19,3,16
/libraries/common/PMAquotingslashingtest.php,1536,52,33,19
/rte/PMARTNgetQueryFromRequesttest.php,225,22,15,7
dbdesigner.php,281,66,44,22
gisdataeditor.php,335,57,38,19
importstatus.php,1582,20,19,1
libraries/charsetconversion.lib.php,506,21,21,0
libraries/dbtableexists.lib.php,693,5,4,1
libraries/displayimportajax.lib.php,1563,4,2,2
libraries/kanjiencoding.lib.php,1565,4,3,1
libraries/pmdcommon.php,1582,2,1,1
libraries/session.inc.php,216,16,4,12
libraries/sqlparser/autoload.php,672,20,10,10
libraries/stringMb.lib.php,506,4,2,2
libraries/zipextension.lib.php,264,19,12,7
lint.php,342,8,7,1
normalization.php,662,2,1,1
schemaexport.php,1583,4,3,1
setup/frames/form.inc.php,1589,11,9,2
setup/index.php,1567,7,5,2
setup/lib/common.inc.php,695,4,3,1
setup/validate.php,646,6,4,2
test/classes/PMADBQbetest.php,646,3,2,1
/controllers/TableStructureControllertest.php,445,7,7,0
test/libraries/PMAdisplayexporttest.php,216,2,1,1
test/libraries/PMAoperationstest.php,1569,10,6,4
test/libraries/core/PMAheaderLocationtest.php,1572,18,11,7
viewcreate.php,702,7,7,0
changelog.php,908,1,1,0
libraries/filelisting.lib.php,646,12,6,6
libraries/serverstatusprocesses.lib.php,907,1,0,1
license.php,912,5,5,0
test/classes/PMAErrortest.php,663,3,2,1
test/libraries/PMAConfigGeneratortest.php,913,1,1,0
/sqlparser/src/Statements/DropStatement.php,1581,18,18,0
libraries/sqlparser/src/Utils/CLI.php,507,10,7,3
examples/openid.php,1581,8,4,4
libraries/DbList.php,1584,5,5,0
libraries/Error.php,625,2,1,1
libraries/Partition.php,442,7,0,7
libraries/RecentFavoriteTable.php,264,2,1,1
libraries/Template.php,1587,11,11,0
libraries/bookmark.lib.php,1592,4,4,0
libraries/databaseinterface.inc.php,1591,13,11,2
